paperID;studyID;effectID;doi;Author;studyTitle;pubYear;journalH5;citations;source;published;possibleCOI;requestsNotes;notes;gameName;gameTheme;Game_complexity;useMeta;reasonUseMeta;focal;design;randomization;predictedDirection;nTotal;nMale;nFemale;nExp;nCtrl;mExp;mCtrl;sdExp;sdCtrl;seExp;seCtrl;sampleRestricted;meanAge;ageGroup;sampleDescription;controlsActive;Controls_string;controlsText;contrast;items;F;t;chiSq;r;beta;B;otherES;df1;df2;pReported;dReported;interventionDuration(m);interventionDurationString;InterventionDurText;posttestDelay(day);posttestDelayString;posstestDelayText;Attitudes_theme;Att_type_exp_imp;explicitMeasure;explicitMeasure_description;implicitMeasure;implicitMeasure_description;compensation;inLabAdministration;controlledGameplay;gamegenre;gamegenrespecific;relevance_persuasion;relevance_persuasion_note;persuasive_mechanic;Commercial;Culture;;
28;2;2;;Kampf;Computerized Simulations of the Israeli-Palestinian Conflict Knowledge Acquisitions and Attitude Change;2015;13;1;1;1;1;control group data;conflict with 27. - the same experimental group, different control group, effects counted differently then;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;;;200;;;140;60;3.11;;1.33;;;;1;22.5;university students;140 students of political science and communication - 40 Israeli-Jewish,, 30 Palestinian, 30 Turkish and 40 Americans - I do not know much about the control group, only experimental is descripted   age is a qualified guess;0;activity unrelated;unrelated lecture;game vs unrelated lecture;1;;;;;;;;;;;;120;long;the whole experiment took 3 hours including short questionnaires at the beginning and at the end plus quick tutorial;0;immediate;;Recent conflict;1;Likert;Likert scale - examining the 'rightness' of each side regarding key issues including water, refugees, borders, settlements, Jerusalem, and security, using the following scale: 1. Palestinians are absolutely right, 2. Palestinians are somewhat right, 3. Both sides are equally right, 4. Israelis are somewhat right, and 5. Israelis are absolutely right.;;;credit;1;1;adventure;adventure;1;personal stories, multiperspectivity - very relevant;Perspective-taking;1;Israeli-Jewish, Palestinian, Turkish and American;;
28;3;1;;Kampf;Computerized Simulations of the Israeli-Palestinian Conflict Knowledge Acquisitions and Attitude Change;2015;13;1;1;1;1;;Peacemaker vs global conflicst - probably for delete;Global Conflicts: Palestine vs Peacemaker;Israeli-Palestine conflict;4;1;;1;1;;1;288;;;148;140;3.08;2.65;1.04;0.81;;;1;;university students;140 students of political science and communication - 40 Israeli-Jewish,, 30 Palestinian, 30 Turkish and 40 Americans - 148 studetns of political science - 50 Israeli-Jewish students of political science, 30 Palestinians, 30 Americans, 38 Turkish  I do not know much about the control group, only experimental is descripted;1;activity related;exp game vs exp game ;two similar games;1;;;;;;;;;;;;120;long;the whole experiment took 3 hours including short questionnaires at the beginning and at the end plus quick tutorial;0;immediate;;Recent conflict;1;Likert;Likert scale - examining the 'rightness' of each side regarding key issues including water, refugees, borders, settlements, Jerusalem, and security, using the following scale: 1. Palestinians are absolutely right, 2. Palestinians are somewhat right, 3. Both sides are equally right, 4. Israelis are somewhat right, and 5. Israelis are absolutely right.;;;credit;1;1;adventure   vs simulation/strategy;adventure   vs simulation/strategy;1;personal stories, multiperspectivity - very relevant;Perspective-taking;1;Israeli-Jewish, Palestinian, Turkish and American;;
28;3;2;;Kampf;Computerized Simulations of the Israeli-Palestinian Conflict Knowledge Acquisitions and Attitude Change;2015;13;1;1;1;1;;Peacemaker vs global conflicst - probably for delete;Global Conflicts: Palestine vs Peacemaker;Israeli-Palestine conflict;4;1;;1;1;;1;288;;;148;140;3.11;2.79;1.33;1.29;;;1;;university students;140 students of political science and communication - 40 Israeli-Jewish,, 30 Palestinian, 30 Turkish and 40 Americans - 148 studetns of political science - 50 Israeli-Jewish students of political science, 30 Palestinians, 30 Americans, 38 Turkish  I do not know much about the control group, only experimental is descripted;1;activity related;exp game vs exp game ;two similar games;1;;;;;;;;;;;;120;long;the whole experiment took 3 hours including short questionnaires at the beginning and at the end plus quick tutorial;0;immediate;;Recent conflict;1;Likert;Likert scale - examining the 'rightness' of each side regarding key issues including water, refugees, borders, settlements, Jerusalem, and security, using the following scale: 1. Palestinians are absolutely right, 2. Palestinians are somewhat right, 3. Both sides are equally right, 4. Israelis are somewhat right, and 5. Israelis are absolutely right.;;;credit;1;1;adventure   vs simulation/strategy;adventure   vs simulation/strategy;1;personal stories, multiperspectivity - very relevant;Perspective-taking;1;Israeli-Jewish, Palestinian, Turkish and American;;
29;1;1;;Prescott;"Effects of Violent Video Game Play on Attitudes toward Behavioral Deviance:
Mechanisms of Self Involvement, Affective Responses,
and Motivated Attitude Change";2016;;0;2;0;1;no data about attitudes - write to author;"control vs assigned:     This study used a 3 (Condition: GTA Assigned, GTA Choice, and Control
Choice) by self-consciousness between subjects design. The three-group design was
chosen over a fully-crossed design to maximize statistical power while still allowing tests
that isolated both the effect of the video game (GTA vs. Control) and of the choice";GTA III;violent sanb box third person game - players rewarded for use of violence;5;1;;1;1;1;;47;19;28;;;;;;;;;1;19.51;university students;undergraduate dartsmouth students recruited from college experiment scheduling website;1;game diff mechanic;unrelated , less violent comparable game Crash Bandicoot;game vs unrelated game;18;;;;;;;;;;;;10;short;"participants were told they would have 10 minutes to
complete the assigned mission and that if they completed it before the experimenter told
them the 10 minutes were up they should continue to play however they liked for the
remaining time.";0;immediate;;Violence prevention;1;Likert;10-point Likert scale - not at all wrong to very wrong about some particular behaviors;;;credit;1;0;action violent game;violent action game;1;1;Reward systém/procedural rhetorics;1;USA;;
29;1;2;;Prescott;"Effects of Violent Video Game Play on Attitudes toward Behavioral Deviance:
Mechanisms of Self Involvement, Affective Responses,
and Motivated Attitude Change";2016;;0;2;0;1;no data about attitudes - write to author;"control vs choice:       This study used a 3 (Condition: GTA Assigned, GTA Choice, and Control
Choice) by self-consciousness between subjects design. The three-group design was
chosen over a fully-crossed design to maximize statistical power while still allowing tests
that isolated both the effect of the video game (GTA vs. Control) and of the choice";GTA III;violent sanb box third person game - players rewarded for use of violence;5;1;;1;1;1;;47;19;28;;;;;;;;;1;19.51;university students;undergraduate dartsmouth students recruited from college experiment scheduling website;1;game diff mechanic;unrelated , less violent comparable game Crash Bandicoot;game vs unrelated game;18;;;;;;;;;;;;10;short;"participants were told they would have 10 minutes to
complete the assigned mission and that if they completed it before the experimenter told
them the 10 minutes were up they should continue to play however they liked for the
remaining time.";0;immediate;;Violence prevention;1;Likert;10-point Likert scale - not at all wrong to very wrong about some particular behaviors;;;credit;1;0;action violent game;violent action game;1;1;Reward systém/procedural rhetorics;1;USA;;
29;2;1;;Prescott;"Effects of Violent Video Game Play on Attitudes toward Behavioral Deviance:
Mechanisms of Self Involvement, Affective Responses,
and Motivated Attitude Change";2016;;0;2;0;1;no data about attitudes - write to author;"This experiment used a 2 (Game: GTA, Control) x 2 (Choice Manipulation:
Choice, Assigned) x private self-consciousness between-subjects design. Participants
were randomly assigned to the Game and Choice Manipulation conditions";GTA III;violent sanb box third person game - players rewarded for use of violence;5;1;;1;1;1;;100;49;58;;50;;;;;;;1;18.65;university students;undergraduate dartsmouth students recruited from college experiment scheduling website;1;game diff mechanic;unrelated , less violent comparable game Crash Bandicoot;game vs unrelated game;28;;;;;;;;;;;;10;short;"participants were told they would have 10 minutes to
complete the assigned mission and that if they completed it before the experimenter told
them the 10 minutes were up they should continue to play however they liked for the
remaining time.";0;immediate;;Violence prevention;1;Likert;10-point Likert scale - not at all wrong to very wrong about some particular behaviors;;;credit;1;0;action violent game;violent action game;1;1;Reward systém/procedural rhetorics;1;USA;;
29;2;2;;Prescott;"Effects of Violent Video Game Play on Attitudes toward Behavioral Deviance:
Mechanisms of Self Involvement, Affective Responses,
and Motivated Attitude Change";2016;;0;2;0;1;no data about attitudes - write to author;"This experiment used a 2 (Game: GTA, Control) x 2 (Choice Manipulation:
Choice, Assigned) x private self-consciousness between-subjects design. Participants
were randomly assigned to the Game and Choice Manipulation conditions";GTA III;violent sanb box third person game - players rewarded for use of violence;5;1;;1;1;1;;100;49;58;;50;;;;;;;1;18.65;university students;undergraduate dartsmouth students recruited from college experiment scheduling website;1;game diff mechanic;unrelated , less violent comparable game Crash Bandicoot;game vs unrelated game;28;;;;;;;;;;;;10;short;"participants were told they would have 10 minutes to
complete the assigned mission and that if they completed it before the experimenter told
them the 10 minutes were up they should continue to play however they liked for the
remaining time.";0;immediate;;Violence prevention;1;Likert;10-point Likert scale - not at all wrong to very wrong about some particular behaviors;;;credit;1;0;action violent game;violent action game;1;1;Reward systém/procedural rhetorics;1;USA;;
29;3;1;;Prescott;"Effects of Violent Video Game Play on Attitudes toward Behavioral Deviance:
Mechanisms of Self Involvement, Affective Responses,
and Motivated Attitude Change";2016;;0;2;0;1;no data about attitudes - write to author;"Like Experiment 3, this experiment used a 2 (Game: GTA, Control) x 2 (Choice
Manipulation: Choice, Assigned) x private self-consciousness between-subjects design in
which participants were randomly assigned to the Game and Choice Manipulation
conditions and self-consciousness was treated as a continuous variable. In addition, the
experiment measured identical dependent variables as did Experiment 3, namely
dissonant affect, attitudes toward deviant behavior, the exploratory moral disengagement
variable, video game exposure, and perceived choice. However, this experiment differed
from all prior experiments in that participants completed the dependent variables before
actually playing the game.";GTA III;violent sanb box third person game - players rewarded for use of violence;5;1;;1;1;1;;133;34;99;;;;;;;;;1;19.3;university students;"Of these, 52 were Dartmouth-affiliated individuals
recruited using the Dartmouth College experiment scheduling website SONA
(https://dartmouth.sona-systems.com), flyers posted in Dartmouth campus buildings online postings in student group forums, and word of mouth. These participants received
cash compensation at a rate of $10 per hour for their participation. The other 81
participants were recruited from introductory courses at Coe College and compensated
with extra course credit.";1;game diff mechanic;unrelated , less violent comparable game Crash Bandicoot;game vs unrelated game;28;;;;;;;;;;;;10;short;"participants were told they would have 10 minutes to
complete the assigned mission and that if they completed it before the experimenter told
them the 10 minutes were up they should continue to play however they liked for the
remaining time.";0;immediate;;Violence prevention;1;Likert;10-point Likert scale - not at all wrong to very wrong about some particular behaviors;;;10 USD or credit;1;0;action violent game;violent action game;1;1;Reward systém/procedural rhetorics;1;USA;;
29;3;2;;Prescott;"Effects of Violent Video Game Play on Attitudes toward Behavioral Deviance:
Mechanisms of Self Involvement, Affective Responses,
and Motivated Attitude Change";2016;;0;2;0;1;no data about attitudes - write to author;"Like Experiment 3, this experiment used a 2 (Game: GTA, Control) x 2 (Choice
Manipulation: Choice, Assigned) x private self-consciousness between-subjects design in
which participants were randomly assigned to the Game and Choice Manipulation
conditions and self-consciousness was treated as a continuous variable. In addition, the
experiment measured identical dependent variables as did Experiment 3, namely
dissonant affect, attitudes toward deviant behavior, the exploratory moral disengagement
variable, video game exposure, and perceived choice. However, this experiment differed
from all prior experiments in that participants completed the dependent variables before
actually playing the game.";GTA III;violent sanb box third person game - players rewarded for use of violence;5;1;;1;1;1;;133;34;99;;;;;;;;;1;19.3;university students;"Of these, 52 were Dartmouth-affiliated individuals
recruited using the Dartmouth College experiment scheduling website SONA
(https://dartmouth.sona-systems.com), flyers posted in Dartmouth campus buildings online postings in student group forums, and word of mouth. These participants received
cash compensation at a rate of $10 per hour for their participation. The other 81
participants were recruited from introductory courses at Coe College and compensated
with extra course credit.";1;game diff mechanic;unrelated , less violent comparable game Crash Bandicoot;game vs unrelated game;28;;;;;;;;;;;;10;short;"participants were told they would have 10 minutes to
complete the assigned mission and that if they completed it before the experimenter told
them the 10 minutes were up they should continue to play however they liked for the
remaining time.";0;immediate;;Violence prevention;1;Likert;10-point Likert scale - not at all wrong to very wrong about some particular behaviors;;;10 USD or credit;1;0;action violent game;violent action game;1;1;Reward systém/procedural rhetorics;1;USA;;
30;1;1;https://doi.org/10.31274/rtd-180813-13158;Carnagey;"Is it competitiveness or violent content?: the effects
of violent sports video games on aggression";2006;;9;2;0;1;missing means and SD, number of people in particular groups;The design of the study was a 2 (video game violence: violent, nonviolent) X 2 (sport: baseball, football) X 2 (sex: male, female) between subjects design. The primary dependent variables were aggressive affect and acceptance of aggression in sports.    Some more data provided for particular sports, but not the aim of the study.;MLB Slugfest nd NFL Blitz;sports aggresive games - basketball and american footbal;4;1;;1;1;1;;148;69;79;;;;;;;;;1;;university students;undergraduates of introductory psychology classes at Iowa State University. were recruited using the psychology department's research pool sign-up boards;1;game sim mechanic;non-violent baseball game MVP Baseball, non-violent football game Madden NFL;two violent games vs two non-violent games;30;1.69;;;;;;;1;144;<.05;0.22;20;short;;0;immediate;;Violence prevention;1;Likert;7-point likert scale about approriaeness of various aggressive behaviors in five different sports (fotbal, hockey, baseball, soccer, basetball) + 5 general items about agression in sports;;;;1;0;action violent game;violent action game;2;you experience the excitement of violence, but you also see the consequences on your oponent ;Nd.;1;USA;;
31;1;1;;Lavender;"Homeless: It’s No Game –
Measuring the Effectiveness of a Persuasive
Videogame";2008;;9;2;0;1;missing Means and SD control condition, all data for long-term condition EXP a CTRL;pretest posttest one expe game, one narrative one control. Control vs game here;Homeless, its no game;Homelesness - simulator;2;1;;1;1;1;;;;;32;25;6.23;;0.89;;;;;;Others;hired through some Syracuse University’s IST Study Response Project, gender qualified guess around 33. Age around 40;1;activity related;reading related story;game vs related activity;9;;;;;;;;;;;;15;short;about 15 min;7;short;one week;Social justice;1;Likert;Likert scale - 1-9 and 1-5;;;;1;1;simulation/strategy;rpg/simulator;1;top-down 2d gme;Perspective-taking/economical model;0;;;
31;1;2;;Lavender;"Homeless: It’s No Game –
Measuring the Effectiveness of a Persuasive
Videogame";2008;;9;2;0;1;missing Means and SD control condition, all data for long-term condition EXP a CTRL;pretest posttest one expe game, one narrative one control. Control vs game here;Homeless, its no game;Homelesness - simulator;2;1;;1;1;1;;;;;32;25;6.23;;0.89;;;;;;Others;hired through some Syracuse University’s IST Study Response Project, gender qualified guess around 33. Age around 40;0;nothing;nothing - ;game vs no game;9;;;;;;;;;;;;15;short;about 15 min;7;short;one week for expe, 3 weeks for control;Social justice;1;Likert;Likert scale - 1-9 and 1-5;;;;1;1;simulation/strategy;rpg/simulator;1;top-down 2d gme;Perspective-taking/economical model;0;;;
32;1;1;10.1002/ab.20329 ;Bluemke et al.;"The Influence of Violent and Nonviolent Computer
Games on Implicit Measures of Aggressiveness";2010;36;125;3;1;1;only total numbers in age;"three groups, relative to a control
condition, with regard to changes of aggressiveness
following violent gaming, nonviolent gaming, or not
gaming at all.  Here - game vs control. IAT + ST:IAT measurement";home made shooting game;aggresivity;1;1;;1;1;1;1;45;15;30;23;22;0.31;0.54;;;0.091;0.093;1;24.64;university students;"A sample of 96 students at Heidelberg University
of various majors took part in a study on the
influence of computer games on (unspecified)
cognitive performance parameters in exchange for
course credit or a chocolate bar.";1;unrelated activity;"Although the control group encountered a reading
task, that is, an article from the German magazine
‘‘DER SPIEGEL’’ which was judged as emotionally
neutral, the experimental groups encountered one of
three computer games.";shooting game vs reading;;;;;;;;;;;;;5;short;;0;immediate;;Violence prevention;0;;;IAT;they tried ST-IAT, but itbrought unreliable numbers;credit or chocolate bar;1;1;action violent game;violent action game;2;moorhuhn like shooter game - arousal from the action, not really meaningful, violence is involved though;Procedural rhetorics;0;Germany;;
32;2;1;10.1002/ab.20329 ;Bluemke et al.;"The Influence of Violent and Nonviolent Computer
Games on Implicit Measures of Aggressiveness";2010;36;125;3;1;1;only total numbers in age;"same as above. ST-IAT commentary: As regards the ST-IAT change scores, overall no
significant treatment differences resulted, F(3, 81)5
1.58, P5.20, Z25.05. If anything, inspection of
the means suggested a descriptive trend in the nonhypothesized direction. Consequently, we refrain
from comparing post-treatment scores by
powerful contrast analyses. The only other significant
factor was an order-of-block effect, F(3, 81)5
28.26, P510–6, Z25.26. Obviously, the pretest
ST-IAT effect suffered from a substantial orderof- block effect, F(3, 81)518.41, P5.0001, Z25.19. No such cause affected the measurement in the
post-test (Fo1), so that the order effect carried
through to the pre-/post-test difference scores.
Testing the idea that the first ST-IAT did not reflect true-score variance, but only at the second sight, we analyzed post-test scores on their own; however, variance could not be attributed to any factor,
neither to experimental group, nor order of blocks, nor an interaction (Fso1). Whereas the IAT came up with results as expected, the ST-IAT turned out to be deficient.";home made shooting game;aggresivity;1;1;;1;1;1;1;46;14;32;23;23;0.31;0.48;;;0.091;0.091;1;24.64;university students;"A sample of 96 students at Heidelberg University
of various majors took part in a study on the
influence of computer games on (unspecified)
cognitive performance parameters in exchange for
course credit or a chocolate bar.";1;game sim mechanic;violent shooret vs abstract game same mechanic;shooting  game vs action game with visual representations;;;;;;;;;;;;;5;short;;0;immediate;;Violence prevention;0;;;IAT;they tried ST-IAT, but itbrought unreliable numbers;credit or chocolate bar;1;1;action game;action game;2;moorhuhn like abstract game - arousal from the action, no relation;;0;Germany;;
32;3;1;10.1002/ab.20329 ;Bluemke et al.;"The Influence of Violent and Nonviolent Computer
Games on Implicit Measures of Aggressiveness";2010;36;125;3;1;1;only total numbers in age;"same as above. ST-IAT commentary: As regards the ST-IAT change scores, overall no
significant treatment differences resulted, F(3, 81)5
1.58, P5.20, Z25.05. If anything, inspection of
the means suggested a descriptive trend in the nonhypothesized direction. Consequently, we refrain
from comparing post-treatment scores by
powerful contrast analyses. The only other significant
factor was an order-of-block effect, F(3, 81)5
28.26, P510–6, Z25.26. Obviously, the pretest
ST-IAT effect suffered from a substantial orderof- block effect, F(3, 81)518.41, P5.0001, Z25.19. No such cause affected the measurement in the
post-test (Fo1), so that the order effect carried
through to the pre-/post-test difference scores.
Testing the idea that the first ST-IAT did not reflect true-score variance, but only at the second sight, we analyzed post-test scores on their own; however, variance could not be attributed to any factor,
neither to experimental group, nor order of blocks, nor an interaction (Fso1). Whereas the IAT came up with results as expected, the ST-IAT turned out to be deficient.";home made shooting game;aggresivity;1;1;;1;1;1;1;44;13;31;23;21;0.31;0.58;;;0.091;0.095;1;24.64;university students;"A sample of 96 students at Heidelberg University
of various majors took part in a study on the
influence of computer games on (unspecified)
cognitive performance parameters in exchange for
course credit or a chocolate bar.";1;game sim mechanic;violent shooter vs peaceful game same mechanic;shooting  game vs action game with visual representations;;;;;;;;;;;;;5;short;;0;immediate;;Violence prevention;0;;;IAT;they tried ST-IAT, but itbrought unreliable numbers;credit or chocolate bar;1;1;action game;action game;2;moorhuhn like watering plants game game - no relation;;0;Germany;;
34;1;1;;Waddington et al.;"Education from inside the bunker: Examining the
effect of Defcon, a nuclear warfare simulation game,
on nuclear attitudes and critical reflection";2013;;5;3;1;1;age of participants?;;Defcon;nuclear weapons;3;1;;1;1;1;-1;139;71;68;68;71;38.65;39.64;8.28;7.25;;;1;;university students;"total of 141 students from a large North
American university to participate in an experimental study";1;activity related;"the control condition read for 45 minutes from a folder of 15 recent news articles
pertaining to nuclear warfare";game vs reding about the topic;12;;;;;;;;;;;;67;medium;60-75 minutes;0;immediate;happened all in lab;Security and protection;1;Likert;Nuclear Attitudes Questionnaire assessing attitudes towards nuclear weapons and technology throught 12 statements  - 5-point Likert;;;15 USD;1;1;simulation/strategy;strategy/simulation;1;yes;Procedural rhetorics;1;USA;;
35;1;1;;Kampf;Role-Taking and Attitude Change in a Computerized Simulation of the Israeli-Palestinian Conflict: Direct Party vs. Distant Party;2017;;0;3;1;1;numbers and ages in experimental groups are assumed;Israeli - Jews in a Israeli role vs control;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;1;-1;60;21;39;30;30;4.29;4.05;0.31;1.05;;;1;26.6;university students;240 Israeli-Jewish and Palestinian undergraduate students from the Departments of Communication and Political Science in Tel Aviv University and in Al-Quds University participated in the study.  90 Israeli-Jewish students and 90 Palestinian students played the roles (experimental group), while 30 Israeli-Jewish students and 30 Palestinian students did not play them (control group).;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;<0.05;;120;long;the whole duration was  hours including data collection and tutorial;0;immediate;happend in lab;Recent conflict;1;Likert;5-point likert scale about rightness of each side in the Israeli-Palestinian conflict;;;credit;1;1;adventure;adventure;1;yes;Perspective-taking;1;Israeli-Palestine;;
35;2;1;;Kampf;Role-Taking and Attitude Change in a Computerized Simulation of the Israeli-Palestinian Conflict: Direct Party vs. Distant Party;2017;;0;3;1;1;numbers and ages in experimental groups are assumed;Israeli - Jews in a Palestinian  role vs control;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;1;1;60;20;40;30;30;3.67;4.05;1.05;1.05;;;1;27.35;university students;240 Israeli-Jewish and Palestinian undergraduate students from the Departments of Communication and Political Science in Tel Aviv University and in Al-Quds University participated in the study.  90 Israeli-Jewish students and 90 Palestinian students played the roles (experimental group), while 30 Israeli-Jewish students and 30 Palestinian students did not play them (control group).;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;<0.05;;120;long;the whole duration was  hours including data collection and tutorial;0;immediate;happend in lab;Recent conflict;1;Likert;5-point likert scale about rightness of each side in the Israeli-Palestinian conflict;;;credit;1;1;adventure;adventure;1;yes;Perspective-taking;1;Israeli-Palestine;;
35;3;1;;Kampf;Role-Taking and Attitude Change in a Computerized Simulation of the Israeli-Palestinian Conflict: Direct Party vs. Distant Party;2017;;0;3;1;1;numbers and ages in experimental groups are assumed;Israeli - Jews in a Western (neutral)  role vs control;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;1;1;60;19;41;30;30;3.01;4.05;1.07;1.05;;;1;27.1;university students;240 Israeli-Jewish and Palestinian undergraduate students from the Departments of Communication and Political Science in Tel Aviv University and in Al-Quds University participated in the study.  90 Israeli-Jewish students and 90 Palestinian students played the roles (experimental group), while 30 Israeli-Jewish students and 30 Palestinian students did not play them (control group).;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;<0.05;;120;long;the whole duration was  hours including data collection and tutorial;0;immediate;happend in lab;Recent conflict;1;Likert;5-point likert scale about rightness of each side in the Israeli-Palestinian conflict;;;credit;1;1;adventure;adventure;1;yes;Perspective-taking;1;Israeli-Palestine;;
35;4;1;;Kampf;Role-Taking and Attitude Change in a Computerized Simulation of the Israeli-Palestinian Conflict: Direct Party vs. Distant Party;2017;;0;3;1;1;numbers and ages in experimental groups are assumed;Palestinians in a Israeli  role vs control;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;1;1;60;22;38;30;30;2.66;2.38;1.09;0.99;;;1;20.63;university students;240 Israeli-Jewish and Palestinian undergraduate students from the Departments of Communication and Political Science in Tel Aviv University and in Al-Quds University participated in the study.  90 Israeli-Jewish students and 90 Palestinian students played the roles (experimental group), while 30 Israeli-Jewish students and 30 Palestinian students did not play them (control group).;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;<0.05;;120;long;the whole duration was  hours including data collection and tutorial;0;immediate;happend in lab;Recent conflict;1;Likert;5-point likert scale about rightness of each side in the Israeli-Palestinian conflict;;;credit;1;1;adventure;adventure;1;yes;Perspective-taking;1;Israeli-Palestine;;
35;5;1;;Kampf;Role-Taking and Attitude Change in a Computerized Simulation of the Israeli-Palestinian Conflict: Direct Party vs. Distant Party;2017;;0;3;1;1;numbers and ages in experimental groups are assumed;Palestinians in a Palestinian  role vs control;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;1;-1;60;23;37;30;30;2.24;2.38;1.04;0.99;;;1;20.73;university students;240 Israeli-Jewish and Palestinian undergraduate students from the Departments of Communication and Political Science in Tel Aviv University and in Al-Quds University participated in the study.  90 Israeli-Jewish students and 90 Palestinian students played the roles (experimental group), while 30 Israeli-Jewish students and 30 Palestinian students did not play them (control group).;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;<0.05;;120;long;the whole duration was  hours including data collection and tutorial;0;immediate;happend in lab;Recent conflict;1;Likert;5-point likert scale about rightness of each side in the Israeli-Palestinian conflict;;;credit;1;1;adventure;adventure;1;yes;Perspective-taking;1;Israeli-Palestine;;
35;6;1;;Kampf;Role-Taking and Attitude Change in a Computerized Simulation of the Israeli-Palestinian Conflict: Direct Party vs. Distant Party;2017;;0;3;1;1;numbers and ages in experimental groups are assumed;Palestinians in a Western (neutral)  role vs control;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;1;1;60;22;38;30;30;3.25;2.38;1.08;0.99;;;1;20.6;university students;240 Israeli-Jewish and Palestinian undergraduate students from the Departments of Communication and Political Science in Tel Aviv University and in Al-Quds University participated in the study.  90 Israeli-Jewish students and 90 Palestinian students played the roles (experimental group), while 30 Israeli-Jewish students and 30 Palestinian students did not play them (control group).;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;<0.05;;120;long;the whole duration was  hours including data collection and tutorial;0;immediate;happend in lab;Recent conflict;1;Likert;5-point likert scale about rightness of each side in the Israeli-Palestinian conflict;;;credit;1;1;adventure;adventure;1;yes;Perspective-taking;1;Israeli-Palestine;;
36;1;1;https://doi.org/10.31274/rtd-180813-16673;Saleem;"Effects of stereotypic video game portrayals on
implicit and explicit attitudes";2008;;5;3;0;1;numbers of partipants not clear, SD misiing;;Counter Strike: Arab Terrorists;violent cooperative FPS where group of terrorists plant a bomb and group of anti terrorists try to stop them - in this situation intentionally put in arab stereotype visuals;4;1;;1;1;1;1;170;82;91;;;0.59;0.42;;;;;1;19.59;university students;"Participants in the present study were recruited from the research participant pool in
introductory psychology courses at a large Midwestern university";1;game diff mechanic;non violent unrelated game 3D Ulta Mini Golf Adventures;game vs unrelated game;;10.14;;;;;;;1;170;<0.001;0.49;30;medium;typically lasted 60-90 min total;0;immediate;happend in lab;Social justice;0;;;IAT;IAT - Arab and European names;two credits;1;1;action violent game;action game;1;effect of stereotype video game portrayals toward stereotyped groups (russians vs Arabs vs non-violent) on anti-Arab attitudes;Stereotype rehearsal;1;USA;;
36;1;2;https://doi.org/10.31274/rtd-180813-16673;Saleem;"Effects of stereotypic video game portrayals on
implicit and explicit attitudes";2008;;5;3;0;1;numbers of partipants not clear, SD misiing;Arab terrorists vs Russian terrorists;Counter Strike: Arab Terrorists;violent cooperative FPS where group of terrorists plant a bomb and group of anti terrorists try to stop them - in this situation intentionally put in Arab stereotype visuals;4;1;;1;1;1;1;170;82;91;;;0.59;0.49;;;;;1;19.59;university students;"Participants in the present study were recruited from the research participant pool in
introductory psychology courses at a large Midwestern university";1;game sim mechanic;violent vs different violent without the measured stereotype;game vs unrelated game;;3.59;;;;;;;1;170;0.59;0.29;30;medium;typically lasted 60-90 min total;0;immediate;happend in lab;Social justice;0;;;IAT;IAT - Arab and European names;two credits;1;1;action violent game;action game;1;effect of stereotype video game portrayals toward stereotyped groups (russians vs Arabs vs non-violent) on anti-Arab attitudes;Stereotype rehearsal;1;USA;;
36;1;3;https://doi.org/10.31274/rtd-180813-16673;Saleem;"Effects of stereotypic video game portrayals on
implicit and explicit attitudes";2008;;5;3;0;1; EXPLICIT ATTITUDE data missing numbers of partipants not clear, SD misiing;;Counter Strike: Arab Terrorists;violent cooperative FPS where group of terrorists plant a bomb and group of anti terrorists try to stop them - in this situation intentionally put in Russian stereotype visuals;4;1;;1;1;1;1;170;;;;;2.96;2.77;;;;;1;19.59;university students;"Participants in the present study were recruited from the research participant pool in
introductory psychology courses at a large Midwestern university";1;game diff mechanic;non violent unrelated game 3D Ulta Mini Golf Adventures;game vs unrelated game;;;;;;;;;;;;;30;medium;typically lasted 60-90 min total;0;immediate;happend in lab;Social justice;1;Likert;Likert;;explicit attitudes towards arab stereotypes;two credits;1;1;action violent game;action game;1;effect of stereotype video game portrayals toward stereotyped groups (russians vs Arabs vs non-violent) on anti-Arab attitudes;Stereotype rehearsal;1;USA;;
