"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","APAfactor"
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",2,250,"=",3.07,"<",0.05,0.0481754117882576,"F(2, 250) = 3.07, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,181,"=",7.817,"<",0.05,0.00573457726596814,"F(1,181) = 7.817, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,181,"=",75.689,"<",0.001,1.99866303047336e-15,"F(1,181) = 75.689,
p < .001",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,98,"=",8.88,"<",0.05,0.00363541269668845,"F(1, 98) = 8.88,
p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,98,"=",5.22,"<",0.05,0.0244848560942209,"F(1, 98) = 5.22, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"5_2018_Pena","F",4,167,"=",7.38,"=",0.001,1.69461553748508e-05,"F(4,
167) = 7.38, p = 0.001",TRUE,FALSE,TRUE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",5.54,"=",0.02,0.01973626579888,"F(1,
169) = 5.54, p = 0.02",FALSE,FALSE,FALSE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",4.56,"=",0.03,0.0341675084346561,"F(1, 169) = 4.56, p = 0.03",FALSE,FALSE,FALSE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",0.02,"=",0.88,0.887705520950715,"F(1, 169) = 0.02, p = 0.88",FALSE,FALSE,FALSE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",2.9,"=",0.09,0.0904179262711576,"F(1, 169) = 2.90, p = 0.09",FALSE,FALSE,FALSE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",2.95,"=",0.09,0.0877092969362299,"F(1, 169) = 2.95, p = 0.09",FALSE,FALSE,FALSE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",3.28,"=",0.07,0.0719047406106147,"F(1, 169) = 3.28, p = 0.07",FALSE,FALSE,FALSE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",21.76,"=",0.001,6.25356860559284e-06,"F(1, 169) = 21.76, p = 0.001",TRUE,FALSE,TRUE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",15.95,"=",0.001,9.68632176869456e-05,"F(1, 169) = 15.95, p = 0.001",TRUE,FALSE,TRUE,FALSE,0.43
"5_2018_Pena","F",1,169,"=",0.32,"=",0.57,0.57235793615739,"F(1, 169) = 0.32,
p = 0.57",FALSE,FALSE,FALSE,FALSE,0.43
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,120,"=",3.14,"=",0.039,0.0789317835031667,"F (1, 120) = 3.14, p = .039",FALSE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,120,"=",4.27,"=",0.021,0.0409425755691111,"F (1, 120) = 4.27, p = .021",TRUE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,120,"=",8.23,"=",0.002,0.00486987159382548,"F (1, 120) = 8.23, p = .002",FALSE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,119,"=",0.34,"=",0.281,0.560932618195228,"F (1, 119) = .34, p = .281",TRUE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,118,"=",0.34,"=",0.282,0.560941955553179,"F (1, 118) = .34, p = .282",TRUE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,118,"=",1.85,"=",0.088,0.176376242780507,"F (1, 118) = 1.85, p = .088",FALSE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,118,"=",77.02,"<",0.001,1.54100577766384e-14,"F (1, 118) = 77.02, p < .001",FALSE,FALSE,FALSE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,118,"=",3.64,"=",0.029,0.0588370489739887,"F (1, 118) = 3.64, p = .029",FALSE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,118,"=",2.21,"=",0.07,0.139785778563436,"F (1, 118) = 2.21, p = .070",FALSE,FALSE,TRUE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,119,"=",1.9,"=",0.085,0.170664288084642,"F (1, 119) = 1.90, p = .085",FALSE,FALSE,FALSE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,119,"=",77.48,"<",0.001,1.26639840037659e-14,"F (1, 119) = 77.48, p < .001",FALSE,FALSE,FALSE,TRUE,0.38
"6_Alblas_2018_Investigating the impact of a health game on implicit attitudes towards food","F",1,119,"=",3.69,"=",0.029,0.0571318624522806,"F (1, 119) = 3.69, p = .029",FALSE,FALSE,TRUE,TRUE,0.38
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",4.054,"=",0.046,0.0455817258220084,"F(1, 177)=4.054, p=.046",FALSE,FALSE,FALSE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",16.894,"=",0.001,6.03867265164863e-05,"F(1, 177)=16.894, p=.001",TRUE,FALSE,TRUE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",10.847,"=",0.001,0.00119499382010226,"F(1, 177)=10.847, p=.001",FALSE,FALSE,FALSE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",16.847,"=",0.001,6.17668468512745e-05,"F(1, 177)=16.847, p=.001",TRUE,FALSE,TRUE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",2.828,"=",0.094,0.0943971675417703,"F(1, 177)=2.828, p=.094",FALSE,FALSE,FALSE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",14.566,"=",0.001,0.000186899988099199,"F(1, 177)=14.566, p=.001",TRUE,FALSE,TRUE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",14.938,"=",0.001,0.00015579598274319,"F(1, 177)=14.938, p=.001",TRUE,FALSE,TRUE,FALSE,0.53
"8_Pena_2020_Game perspective-taking effects on willingness to help immigrants","F",1,177,"=",16.847,"=",0.001,6.17668468512745e-05,"F(1,
177)=16.847, p=.001",TRUE,FALSE,TRUE,FALSE,0.53
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","F",5,40,"=",0.3,"=",0.91,0.909952561871571,"F
(5,40) = .30, p = .91",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","t",NA,22,"=",0.76,"=",0.46,0.455322508704386,"t(22) = .76, p = .46",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","t",NA,22,"=",1.88,"=",0.07,0.0734158909630113,"t(22) = 1.88,
p = .07",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","F",8,37,"=",0.49,"=",0.86,0.855386906294906,"F
(8,37) = .49, p = .86",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","t",NA,22,"=",1.7,"=",0.1,0.103227398842182,"t(22) = 1.70, p = .10",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","t",NA,22,"=",0.42,"=",0.68,0.678558996062045,"t(22) = .42,
p = .68",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","F",5,40,"=",1.3,"=",0.29,0.283308404521598,"F (5,40) = 1.30, p = .29",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","t",NA,22,"=",4.69,"<",0.01,0.000111890684489702,"t(22) = 4.69, p < .01",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","t",NA,22,"=",7.28,"<",0.01,2.72289723011077e-07,"t(22) = 7.28, p < .01",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","F",1,44,"=",9.64,"<",0.01,0.00332530369929437,"F (1,44) = 9.64, p < .01",FALSE,FALSE,FALSE,FALSE,0.79
"9_Soekarjo_2015_Measuring Effectiveness of Persuasive Games Using an Informative Control","F",1,44,"=",4.81,"=",0.03,0.0336248452733699,"F (1,44) = 4.81, p = .03",FALSE,FALSE,FALSE,FALSE,0.79
